link_id,from_node_id,to_node_id,time_period,volume,volume_per_lane,occ,density,speed
107,9,10,0650_0655,484,242,0.0748,15.79776,49.5
107,9,10,0655_0700,534,267,0.0888,18.75456,49.1
107,9,10,0700_0705,472,236,0.0797,16.83264,48.4
107,9,10,0705_0710,464,232,0.0783,16.53696,48
107,9,10,0710_0715,530,265,0.0933,19.70496,47.2
107,9,10,0715_0720,534,267,0.0986,20.82432,45.9
107,9,10,0720_0725,492,246,0.087,18.3744,45.7
107,9,10,0725_0730,514,257,0.0823,17.38176,47.3
107,9,10,0730_0735,506,253,0.0901,19.02912,46.6
107,9,10,0735_0740,498,249,0.0879,18.56448,46.3
107,9,10,0740_0745,506,253,0.0896,18.92352,46.1
107,9,10,0745_0750,482,241,0.0825,17.424,46.5
107,9,10,0750_0755,470,235,0.0826,17.44512,46.4
107,9,10,0755_0800,484,242,0.0808,17.06496,47.2
107,9,10,0800_0805,502,251,0.0867,18.31104,47.4
107,9,10,0805_0810,458,229,0.0787,16.62144,47.5
107,9,10,0810_0815,466,233,0.0861,18.18432,46.5
107,9,10,0815_0820,440,220,0.0786,16.60032,46.5
107,9,10,0820_0825,470,235,0.0845,17.8464,46.7
107,9,10,0825_0830,466,233,0.0876,18.50112,45.8
107,9,10,0830_0835,470,235,0.0841,17.76192,46.3
107,9,10,0835_0840,468,234,0.1001,21.14112,43.8
107,9,10,0840_0845,510,255,0.116,24.4992,41.5
107,9,10,0845_0850,418,209,0.108,22.8096,39
107,9,10,0850_0855,466,233,0.1007,21.26784,39.5
107,9,10,0855_0900,420,210,0.0774,16.34688,41.8
107,9,10,0900_0905,444,222,0.08,16.896,44.2
107,9,10,0905_0910,430,215,0.0897,18.94464,43.7
107,9,10,0910_0915,420,210,0.0836,17.65632,44
107,9,10,0915_0920,412,206,0.0867,18.31104,43.2
107,9,10,0920_0925,370,185,0.0903,19.07136,40.6
107,9,10,0925_0930,430,215,0.0859,18.14208,42.6
107,9,10,0930_0935,378,189,0.0725,15.312,43.2
107,9,10,0935_0940,436,218,0.071,14.9952,47.4
107,9,10,0940_0945,388,194,0.0616,13.00992,49.9
107,9,10,0945_0950,378,189,0.0924,19.51488,45
107,9,10,0950_0955,372,186,0.0799,16.87488,44.5
107,9,10,0955_1000,412,206,0.0673,14.21376,47.9
107,9,10,1000_1005,380,190,0.0588,12.41856,51.7
107,9,10,1005_1010,368,184,0.0503,10.62336,56.1
107,9,10,1010_1015,356,178,0.0544,11.48928,57.4
107,9,10,1015_1020,354,177,0.0517,10.91904,59
107,9,10,1020_1025,362,181,0.0537,11.34144,59.4
107,9,10,1025_1030,432,216,0.065,13.728,60.7
107,9,10,1030_1035,414,207,0.0596,12.58752,61.4
107,9,10,1035_1040,434,217,0.0607,12.81984,62
107,9,10,1040_1045,400,200,0.0568,11.99616,62.4
107,9,10,1045_1050,364,182,0.0521,11.00352,63.1
107,9,10,1050_1055,372,186,0.0554,11.70048,62.5
107,9,10,1055_1100,350,175,0.0488,10.30656,63.9
107,9,10,1100_1105,348,174,0.0488,10.30656,63.6
107,9,10,1105_1110,344,172,0.0532,11.23584,63
107,9,10,1110_1115,356,178,0.0541,11.42592,62.9
107,9,10,1115_1120,354,177,0.0499,10.53888,64.5
107,9,10,1120_1125,342,171,0.0534,11.27808,61.7
107,9,10,1125_1130,346,173,0.0504,10.64448,62.9
107,9,10,1130_1135,360,180,0.052,10.9824,63.9
107,9,10,1135_1140,362,181,0.0519,10.96128,63.4
107,9,10,1140_1145,376,188,0.051,10.7712,65.2
107,9,10,1145_1150,394,197,0.0612,12.92544,63.5
107,9,10,1150_1155,412,206,0.064,13.5168,63.4
107,9,10,1155_1200,352,176,0.0533,11.25696,62.8
107,9,10,1200_1205,372,186,0.0539,11.38368,63
107,9,10,1205_1210,378,189,0.0549,11.59488,63.6
107,9,10,1210_1215,364,182,0.0528,11.15136,63.8
107,9,10,1215_1220,364,182,0.0543,11.46816,63.7
107,9,10,1220_1225,378,189,0.0543,11.46816,64.4
107,9,10,1225_1230,368,184,0.0524,11.06688,65.1
107,9,10,1230_1235,400,200,0.0592,12.50304,64.2
107,9,10,1235_1240,314,157,0.0476,10.05312,63.4
107,9,10,1240_1245,400,200,0.0556,11.74272,63.9
107,9,10,1245_1250,398,199,0.0546,11.53152,65.3
107,9,10,1250_1255,398,199,0.0576,12.16512,65.4
107,9,10,1255_1300,356,178,0.0507,10.70784,65
107,9,10,1300_1305,354,177,0.0492,10.39104,65.5
107,9,10,1305_1310,380,190,0.0578,12.20736,65.7
107,9,10,1310_1315,362,181,0.0529,11.17248,64.4
107,9,10,1315_1320,370,185,0.056,11.8272,63.5
107,9,10,1320_1325,396,198,0.0579,12.22848,63.9
107,9,10,1325_1330,400,200,0.058,12.2496,63.8
107,9,10,1330_1335,396,198,0.0583,12.31296,64
107,9,10,1335_1340,388,194,0.0583,12.31296,63.3
107,9,10,1340_1345,440,220,0.0626,13.22112,64
107,9,10,1345_1350,352,176,0.0498,10.51776,64.6
107,9,10,1350_1355,378,189,0.0526,11.10912,65
107,9,10,1355_1400,346,173,0.0517,10.91904,65.1
107,9,10,1400_1405,354,177,0.0477,10.07424,65.9
107,9,10,1405_1410,380,190,0.0524,11.06688,66.1
107,9,10,1410_1415,414,207,0.0618,13.05216,65.2
107,9,10,1415_1420,412,206,0.06,12.672,65.4
107,9,10,1420_1425,394,197,0.0553,11.67936,64.8
107,9,10,1425_1430,366,183,0.0523,11.04576,65.4
107,9,10,1430_1435,402,201,0.0591,12.48192,64.5
107,9,10,1435_1440,418,209,0.0616,13.00992,64.1
107,9,10,1440_1445,378,189,0.0543,11.46816,64.1
107,9,10,1445_1450,420,210,0.0604,12.75648,63.7
107,9,10,1450_1455,370,185,0.0503,10.62336,64.8
107,9,10,1455_1500,360,180,0.0501,10.58112,64.5
107,9,10,1500_1505,352,176,0.0484,10.22208,65
107,9,10,1505_1510,352,176,0.0521,11.00352,63.9
107,9,10,1510_1515,396,198,0.0573,12.10176,63.5
107,9,10,1515_1520,404,202,0.0572,12.08064,63.9
107,9,10,1520_1525,376,188,0.0529,11.17248,64.2
107,9,10,1525_1530,336,168,0.0461,9.73632,64.2
107,9,10,1530_1535,398,199,0.0612,12.92544,62.5
107,9,10,1535_1540,398,199,0.0591,12.48192,61.9
107,9,10,1540_1545,420,210,0.0675,14.256,60.2
107,9,10,1545_1550,368,184,0.0566,11.95392,59.8
107,9,10,1550_1555,370,185,0.058,12.2496,59.5
107,9,10,1555_1600,332,166,0.0471,9.94752,60.7
107,9,10,1600_1605,316,158,0.0456,9.63072,61.3
107,9,10,1605_1610,404,202,0.0606,12.79872,60.9
107,9,10,1610_1615,384,192,0.0547,11.55264,61.8
107,9,10,1615_1620,388,194,0.0567,11.97504,61.5
107,9,10,1620_1625,366,183,0.0519,10.96128,62.4
107,9,10,1625_1630,342,171,0.0525,11.088,61.5
107,9,10,1630_1635,322,161,0.0443,9.35616,63.1
107,9,10,1635_1640,382,191,0.0548,11.57376,62.2
107,9,10,1640_1645,376,188,0.0536,11.32032,63
107,9,10,1645_1650,370,185,0.0553,11.67936,61.7
107,9,10,1650_1655,366,183,0.0548,11.57376,61.3
107,9,10,1655_1700,338,169,0.0484,10.22208,62
107,9,10,1700_1705,296,148,0.0393,8.30016,63.4
107,9,10,1705_1710,332,166,0.0447,9.44064,64.4
107,9,10,1710_1715,366,183,0.0492,10.39104,64.7
107,9,10,1715_1720,378,189,0.0526,11.10912,64.4
107,9,10,1720_1725,356,178,0.056,11.8272,62.1
107,9,10,1725_1730,342,171,0.0528,11.15136,61.1
107,9,10,1730_1735,362,181,0.0507,10.70784,61.6
107,9,10,1735_1740,348,174,0.0472,9.96864,63
107,9,10,1740_1745,340,170,0.0484,10.22208,62.9
107,9,10,1745_1750,366,183,0.05,10.56,63.3
107,9,10,1750_1755,290,145,0.0377,7.96224,64.6
107,9,10,1755_1800,312,156,0.0429,9.06048,64.7
107,9,10,1800_1805,302,151,0.0412,8.70144,64.6
107,9,10,1805_1810,306,153,0.042,8.8704,64.4
107,9,10,1810_1815,346,173,0.0476,10.05312,64.5
107,9,10,1815_1820,264,132,0.0356,7.51872,64.6
107,9,10,1820_1825,294,147,0.0394,8.32128,65
107,9,10,1825_1830,302,151,0.04,8.448,65.4
107,9,10,1830_1835,280,140,0.0361,7.62432,66.2
107,9,10,1835_1840,310,155,0.0411,8.68032,65.6
107,9,10,1840_1845,268,134,0.0353,7.45536,66.2
107,9,10,1845_1850,288,144,0.0369,7.79328,66.5
107,9,10,1850_1855,308,154,0.0412,8.70144,66.3
107,9,10,1855_1900,266,133,0.0364,7.68768,66.1
107,9,10,1900_1905,308,154,0.0424,8.95488,66.3
107,9,10,1905_1910,284,142,0.0367,7.75104,67.1
107,9,10,1910_1915,272,136,0.0357,7.53984,66.7
107,9,10,1915_1920,276,138,0.0368,7.77216,67
107,9,10,1920_1925,280,140,0.036,7.6032,67
107,9,10,1925_1930,266,133,0.0336,7.09632,67.2
107,9,10,1930_1935,250,125,0.0319,6.73728,68.1
107,9,10,1935_1940,250,125,0.0316,6.67392,68.9
107,9,10,1940_1945,216,108,0.0269,5.68128,68.9
107,9,10,1945_1950,240,120,0.0299,6.31488,68.9
107,9,10,1950_1955,206,103,0.0263,5.55456,69.1
107,9,10,1955_2000,234,117,0.0315,6.6528,68.7
107,9,10,2000_2005,202,101,0.0259,5.47008,68.3
107,9,10,2005_2010,184,92,0.0233,4.92096,68.2
107,9,10,2010_2015,206,103,0.0268,5.66016,69.2
107,9,10,2015_2020,196,98,0.0261,5.51232,68.5
107,9,10,2020_2025,194,97,0.0246,5.19552,69.1
107,9,10,2025_2030,200,100,0.0252,5.32224,69.2
107,9,10,2030_2035,198,99,0.0244,5.15328,69.6
107,9,10,2035_2040,166,83,0.0211,4.45632,69.4
107,9,10,2040_2045,172,86,0.022,4.6464,68.7
107,9,10,2045_2050,198,99,0.0256,5.40672,69.2
107,9,10,2050_2055,162,81,0.0203,4.28736,68
107,9,10,2055_2100,180,90,0.0223,4.70976,69.1
107,9,10,2100_2105,176,88,0.0233,4.92096,68.8
107,9,10,2105_2110,214,107,0.0258,5.44896,69.9
107,9,10,2110_2115,202,101,0.0266,5.61792,69.3
107,9,10,2115_2120,190,95,0.024,5.0688,69.1
107,9,10,2120_2125,190,95,0.0237,5.00544,69.1
107,9,10,2125_2130,184,92,0.0219,4.62528,69
107,9,10,2130_2135,202,101,0.0257,5.42784,70.1
107,9,10,2135_2140,188,94,0.0241,5.08992,68.8
107,9,10,2140_2145,208,104,0.025,5.28,68.9
107,9,10,2145_2150,170,85,0.0201,4.24512,70.2
107,9,10,2150_2155,192,96,0.0255,5.3856,69
107,9,10,2155_2200,172,86,0.0221,4.66752,67.9
107,9,10,2200_2205,154,77,0.0214,4.51968,68.7
107,9,10,2205_2210,168,84,0.0212,4.47744,67.7
107,9,10,2210_2215,164,82,0.0201,4.24512,68.8
107,9,10,2215_2220,134,67,0.0172,3.63264,68.6
107,9,10,2220_2225,152,76,0.0203,4.28736,67.4
107,9,10,2225_2230,150,75,0.0201,4.24512,68.9
107,9,10,2230_2235,138,69,0.0161,3.40032,69.3
107,9,10,2235_2240,148,74,0.0189,3.99168,67.8
107,9,10,2240_2245,156,78,0.0201,4.24512,68.2
107,9,10,2245_2250,120,60,0.0155,3.2736,66.5
107,9,10,2250_2255,104,52,0.013,2.7456,68.2
107,9,10,2255_2300,104,52,0.0127,2.68224,68
107,9,10,2300_2305,70,35,0.0085,1.7952,68
107,9,10,2305_2310,78,39,0.0106,2.23872,67.8
107,9,10,2310_2315,104,52,0.0117,2.47104,67
107,9,10,2315_2320,80,40,0.0105,2.2176,67.6
107,9,10,2320_2325,92,46,0.0114,2.40768,67.9
107,9,10,2325_2330,74,37,0.0084,1.77408,69.3
107,9,10,2330_2335,72,36,0.0073,1.54176,69.8
107,9,10,2335_2340,60,30,0.0074,1.56288,69.6
107,9,10,2340_2345,58,29,0.0081,1.71072,68
107,9,10,2345_2350,48,24,0.0067,1.41504,67.2
107,9,10,2350_2355,62,31,0.0089,1.87968,66
107,9,10,2355_2400,50,25,0.0065,1.3728,66.9
105,6,7,0000_0005,63,21,0.0063,1.33056,71.8
105,6,7,0005_0010,90,30,0.0077,1.62624,72.5
105,6,7,0010_0015,66,22,0.0049,1.03488,73
105,6,7,0015_0020,87,29,0.008,1.6896,72.1
105,6,7,0020_0025,81,27,0.0057,1.20384,71.9
105,6,7,0025_0030,60,20,0.0054,1.14048,70.8
105,6,7,0030_0035,48,16,0.0045,0.9504,70.4
105,6,7,0035_0040,66,22,0.0053,1.11936,72.5
105,6,7,0040_0045,63,21,0.006,1.2672,71.5
105,6,7,0045_0050,39,13,0.0029,0.61248,71.2
105,6,7,0050_0055,69,23,0.0061,1.28832,71.1
105,6,7,0055_0100,48,16,0.0037,0.78144,72.5
105,6,7,0100_0105,54,18,0.0046,0.97152,71.2
105,6,7,0105_0110,51,17,0.0043,0.90816,71
105,6,7,0110_0115,24,8,0.0024,0.50688,68.5
105,6,7,0115_0120,39,13,0.0034,0.71808,70.1
105,6,7,0120_0125,45,15,0.004,0.8448,70.6
105,6,7,0125_0130,45,15,0.0049,1.03488,71.3
105,6,7,0130_0135,57,19,0.005,1.056,69.8
105,6,7,0135_0140,51,17,0.0043,0.90816,69.7
105,6,7,0140_0145,39,13,0.0036,0.76032,70.9
105,6,7,0145_0150,36,12,0.003,0.6336,70.6
105,6,7,0150_0155,45,15,0.0044,0.92928,69.3
105,6,7,0155_0200,24,8,0.0019,0.40128,70.7
105,6,7,0200_0205,30,10,0.003,0.6336,69
105,6,7,0205_0210,36,12,0.0034,0.71808,69.6
105,6,7,0210_0215,24,8,0.0015,0.3168,70.3
105,6,7,0215_0220,42,14,0.0035,0.7392,69.5
105,6,7,0220_0225,30,10,0.0024,0.50688,67.9
105,6,7,0225_0230,45,15,0.0055,1.1616,68.2
105,6,7,0230_0235,24,8,0.0028,0.59136,68.8
105,6,7,0235_0240,18,6,0.0019,0.40128,70
105,6,7,0240_0245,45,15,0.0044,0.92928,69.5
105,6,7,0245_0250,36,12,0.0029,0.61248,70.6
105,6,7,0250_0255,48,16,0.0042,0.88704,70
105,6,7,0255_0300,45,15,0.0052,1.09824,68.2
105,6,7,0300_0305,45,15,0.0039,0.82368,70.6
105,6,7,0305_0310,42,14,0.004,0.8448,67.9
105,6,7,0310_0315,48,16,0.0059,1.24608,66.7
105,6,7,0315_0320,51,17,0.0049,1.03488,67.7
105,6,7,0320_0325,39,13,0.0031,0.65472,68.5
105,6,7,0325_0330,45,15,0.0038,0.80256,68.5
105,6,7,0330_0335,45,15,0.0041,0.86592,67.8
105,6,7,0335_0340,0,0,0,0,68
105,6,7,0340_0345,0,0,0,0,68
105,6,7,0345_0350,0,0,0,0,68
105,6,7,0350_0355,0,0,0,0,68
105,6,7,0355_0400,0,0,0,0,68
105,6,7,0400_0405,0,0,0,0,68
105,6,7,0405_0410,0,0,0,0,68
105,6,7,0410_0415,0,0,0,0,68
105,6,7,0415_0420,30,10,0.003,0.6336,70.9
105,6,7,0420_0425,120,40,0.013,2.7456,66.3
105,6,7,0425_0430,132,44,0.0125,2.64,66.7
105,6,7,0430_0435,192,64,0.0164,3.46368,66.8
105,6,7,0435_0440,159,53,0.0156,3.29472,65.4
105,6,7,0440_0445,111,37,0.01,2.112,64.7
105,6,7,0445_0450,189,63,0.0182,3.84384,63.7
105,6,7,0450_0455,210,70,0.02,4.224,62.6
105,6,7,0455_0500,237,79,0.0211,4.45632,63.5
105,6,7,0500_0505,240,80,0.0208,4.39296,63.6
105,6,7,0505_0510,294,98,0.0273,5.76576,62.4
105,6,7,0510_0515,282,94,0.026,5.4912,61.5
105,6,7,0515_0520,339,113,0.0292,6.16704,62.1
105,6,7,0520_0525,318,106,0.0313,6.61056,61.2
105,6,7,0525_0530,384,128,0.0354,7.47648,61.1
105,6,7,0530_0535,426,142,0.0391,8.25792,60.5
105,6,7,0535_0540,456,152,0.0443,9.35616,60.1
105,6,7,0540_0545,492,164,0.0455,9.6096,60.1
105,6,7,0545_0550,492,164,0.0473,9.98976,59.8
105,6,7,0550_0555,510,170,0.0506,10.68672,59.1
105,6,7,0555_0600,546,182,0.0544,11.48928,58.2
105,6,7,0600_0605,669,223,0.0697,14.72064,56.9
105,6,7,0605_0610,603,201,0.0577,12.18624,57.6
105,6,7,0610_0615,645,215,0.0647,13.66464,57.2
105,6,7,0615_0620,651,217,0.0658,13.89696,56.8
105,6,7,0620_0625,681,227,0.0788,16.64256,54
105,6,7,0625_0630,714,238,0.0819,17.29728,52.3
105,6,7,0630_0635,726,242,0.0827,17.46624,51.3
105,6,7,0635_0640,780,260,0.0977,20.63424,48.9
105,6,7,0640_0645,756,252,0.0975,20.592,47
105,6,7,0645_0650,705,235,0.0993,20.97216,44.6
105,6,7,0650_0655,681,227,0.0853,18.01536,44.8
105,6,7,0655_0700,783,261,0.1017,21.47904,44.4
105,6,7,0700_0705,690,230,0.0894,18.88128,44.1
105,6,7,0705_0710,675,225,0.091,19.2192,43.4
105,6,7,0710_0715,771,257,0.1136,23.99232,41.6
105,6,7,0715_0720,741,247,0.1011,21.35232,41.6
105,6,7,0720_0725,687,229,0.0916,19.34592,41.8
105,6,7,0725_0730,732,244,0.0939,19.83168,42.8
105,6,7,0730_0735,720,240,0.0975,20.592,42.5
105,6,7,0735_0740,687,229,0.09,19.008,42.9
105,6,7,0740_0745,699,233,0.09,19.008,43.4
105,6,7,0745_0750,678,226,0.0905,19.1136,43.3
105,6,7,0750_0755,666,222,0.0884,18.67008,43.3
105,6,7,0755_0800,684,228,0.0868,18.33216,43.9
105,6,7,0800_0805,714,238,0.0895,18.9024,44.8
105,6,7,0805_0810,639,213,0.0824,17.40288,44.9
105,6,7,0810_0815,651,217,0.0891,18.81792,44
105,6,7,0815_0820,615,205,0.081,17.1072,44.1
105,6,7,0820_0825,660,220,0.0896,18.92352,43.9
105,6,7,0825_0830,645,215,0.0885,18.6912,43.7
105,6,7,0830_0835,663,221,0.0916,19.34592,43.5
105,6,7,0835_0840,630,210,0.0888,18.75456,42.8
105,6,7,0840_0845,711,237,0.102,21.5424,42.5
105,6,7,0845_0850,579,193,0.0965,20.3808,40.3
105,6,7,0850_0855,627,209,0.0889,18.77568,40.9
105,6,7,0855_0900,567,189,0.0769,16.24128,42
105,6,7,0900_0905,624,208,0.0881,18.60672,42.1
105,6,7,0905_0910,600,200,0.0941,19.87392,41.3
105,6,7,0910_0915,570,190,0.0891,18.81792,40.7
105,6,7,0915_0920,564,188,0.0917,19.36704,39.4
105,6,7,0920_0925,528,176,0.0781,16.49472,40
105,6,7,0925_0930,564,188,0.0753,15.90336,42.1
105,6,7,0930_0935,483,161,0.0711,15.01632,42
105,6,7,0935_0940,516,172,0.0557,11.76384,46.2
105,6,7,0940_0945,552,184,0.058,12.2496,50.6
105,6,7,0945_0950,510,170,0.0691,14.59392,48.4
105,6,7,0950_0955,471,157,0.0709,14.97408,46.8
105,6,7,0955_1000,510,170,0.0653,13.79136,47
105,6,7,1000_1005,474,158,0.0509,10.75008,50.8
105,6,7,1005_1010,474,158,0.0444,9.37728,55.4
105,6,7,1010_1015,474,158,0.0497,10.49664,57.1
105,6,7,1015_1020,450,150,0.0476,10.05312,57.4
105,6,7,1020_1025,453,151,0.0492,10.39104,57.8
105,6,7,1025_1030,528,176,0.0553,11.67936,59.8
105,6,7,1030_1035,528,176,0.0542,11.44704,59.3
105,6,7,1035_1040,591,197,0.0588,12.41856,60
105,6,7,1040_1045,531,177,0.0552,11.65824,60.4
105,6,7,1045_1050,435,145,0.0436,9.20832,61.3
105,6,7,1050_1055,447,149,0.0477,10.07424,60.7
105,6,7,1055_1100,474,158,0.0466,9.84192,61.2
105,6,7,1100_1105,402,134,0.0373,7.87776,61.9
105,6,7,1105_1110,429,143,0.0466,9.84192,62.1
105,6,7,1110_1115,480,160,0.0505,10.6656,61.2
105,6,7,1115_1120,447,149,0.044,9.2928,63.1
105,6,7,1120_1125,450,150,0.048,10.1376,60.4
105,6,7,1125_1130,462,154,0.0483,10.20096,61.4
105,6,7,1130_1135,504,168,0.0504,10.64448,61.2
105,6,7,1135_1140,495,165,0.0509,10.75008,60.9
105,6,7,1140_1145,522,174,0.05,10.56,62.4
105,6,7,1145_1150,537,179,0.0572,12.08064,61.8
105,6,7,1150_1155,570,190,0.0609,12.86208,61.1
105,6,7,1155_1200,492,164,0.0523,11.04576,60.5
105,6,7,1200_1205,519,173,0.0521,11.00352,60.5
105,6,7,1205_1210,489,163,0.052,10.9824,60.4
105,6,7,1210_1215,492,164,0.0492,10.39104,60.7
105,6,7,1215_1220,498,166,0.0505,10.6656,61.2
105,6,7,1220_1225,513,171,0.0524,11.06688,61.6
105,6,7,1225_1230,507,169,0.0517,10.91904,61.7
105,6,7,1230_1235,543,181,0.0578,12.20736,61
105,6,7,1235_1240,228,76,0.0242,5.11104,60.3
105,6,7,1240_1245,504,168,0.049,10.3488,61.1
105,6,7,1245_1250,459,153,0.0436,9.20832,62.4
105,6,7,1250_1255,492,164,0.0488,10.30656,62.3
105,6,7,1255_1300,489,163,0.0493,10.41216,62.5
105,6,7,1300_1305,468,156,0.0493,10.41216,61.9
105,6,7,1305_1310,474,158,0.0489,10.32768,61.2
105,6,7,1310_1315,384,128,0.0384,8.11008,61.7
105,6,7,1315_1320,492,164,0.0524,11.06688,60.7
105,6,7,1320_1325,528,176,0.054,11.4048,61.1
105,6,7,1325_1330,525,175,0.0544,11.48928,60.6
105,6,7,1330_1335,549,183,0.0572,12.08064,60.5
105,6,7,1335_1340,534,178,0.0571,12.05952,59.9
105,6,7,1340_1345,588,196,0.0592,12.50304,60.1
105,6,7,1345_1350,486,162,0.0473,9.98976,61.5
105,6,7,1350_1355,510,170,0.0486,10.26432,62.1
105,6,7,1355_1400,483,161,0.0488,10.30656,62.4
105,6,7,1400_1405,474,158,0.0456,9.63072,62.7
105,6,7,1405_1410,525,175,0.0517,10.91904,63.1
105,6,7,1410_1415,561,187,0.0575,12.144,62.6
105,6,7,1415_1420,600,200,0.0547,11.55264,63.9
105,6,7,1420_1425,519,173,0.05,10.56,64.2
105,6,7,1425_1430,513,171,0.0537,11.34144,63.3
105,6,7,1430_1435,570,190,0.0568,11.99616,62.6
105,6,7,1435_1440,573,191,0.0593,12.52416,61.9
105,6,7,1440_1445,528,176,0.0516,10.89792,62.4
105,6,7,1445_1450,579,193,0.0575,12.144,61.9
105,6,7,1450_1455,504,168,0.0476,10.05312,62.5
105,6,7,1455_1500,495,165,0.0467,9.86304,63.4
105,6,7,1500_1505,459,153,0.044,9.2928,62.5
105,6,7,1505_1510,492,164,0.0496,10.47552,62.3
105,6,7,1510_1515,540,180,0.0523,11.04576,62.2
105,6,7,1515_1520,534,178,0.0543,11.46816,62.2
105,6,7,1520_1525,513,171,0.0507,10.70784,62
105,6,7,1525_1530,462,154,0.0437,9.22944,62.4
105,6,7,1530_1535,537,179,0.0596,12.58752,60.4
105,6,7,1535_1540,561,187,0.0584,12.33408,59.6
105,6,7,1540_1545,591,197,0.0644,13.60128,58.7
105,6,7,1545_1550,474,158,0.0523,11.04576,57.8
105,6,7,1550_1555,501,167,0.056,11.8272,57
105,6,7,1555_1600,456,152,0.0481,10.15872,57.3
105,6,7,1600_1605,390,130,0.0439,9.27168,56.5
105,6,7,1605_1610,573,191,0.062,13.0944,56.6
105,6,7,1610_1615,519,173,0.0536,11.32032,57.3
105,6,7,1615_1620,531,177,0.0557,11.76384,57.7
105,6,7,1620_1625,486,162,0.0484,10.22208,58.9
105,6,7,1625_1630,462,154,0.0457,9.65184,59.9
105,6,7,1630_1635,453,151,0.0436,9.20832,61.4
105,6,7,1635_1640,480,160,0.0479,10.11648,60.8
105,6,7,1640_1645,546,182,0.0552,11.65824,60.6
105,6,7,1645_1650,528,176,0.0556,11.74272,59.8
105,6,7,1650_1655,510,170,0.0536,11.32032,59.4
105,6,7,1655_1700,441,147,0.0435,9.1872,60.2
105,6,7,1700_1705,399,133,0.0373,7.87776,61.2
105,6,7,1705_1710,459,153,0.0431,9.10272,62.1
105,6,7,1710_1715,468,156,0.0458,9.67296,62.3
105,6,7,1715_1720,495,165,0.0494,10.43328,62
105,6,7,1720_1725,471,157,0.0519,10.96128,60
105,6,7,1725_1730,462,154,0.0469,9.90528,60.4
105,6,7,1730_1735,489,163,0.046,9.7152,61.4
105,6,7,1735_1740,480,160,0.0481,10.15872,61.3
105,6,7,1740_1745,474,158,0.0483,10.20096,60.8
105,6,7,1745_1750,480,160,0.0474,10.01088,61.1
105,6,7,1750_1755,417,139,0.0374,7.89888,62.9
105,6,7,1755_1800,426,142,0.0398,8.40576,63.2
105,6,7,1800_1805,414,138,0.0385,8.1312,64.1
105,6,7,1805_1810,411,137,0.0399,8.42688,63.6
105,6,7,1810_1815,468,156,0.0447,9.44064,63.8
105,6,7,1815_1820,360,120,0.034,7.1808,64.2
105,6,7,1820_1825,387,129,0.0379,8.00448,63.5
105,6,7,1825_1830,414,138,0.0382,8.06784,64.4
105,6,7,1830_1835,378,126,0.0352,7.43424,64.7
105,6,7,1835_1840,417,139,0.0389,8.21568,64.4
105,6,7,1840_1845,375,125,0.0354,7.47648,64.7
105,6,7,1845_1850,366,122,0.0344,7.26528,64.5
105,6,7,1850_1855,411,137,0.0411,8.68032,63.6
105,6,7,1855_1900,348,116,0.0341,7.20192,63.7
105,6,7,1900_1905,417,139,0.0423,8.93376,63.5
105,6,7,1905_1910,384,128,0.0347,7.32864,64.4
105,6,7,1910_1915,375,125,0.0353,7.45536,64.7
105,6,7,1915_1920,357,119,0.0331,6.99072,65.2
105,6,7,1920_1925,384,128,0.0355,7.4976,65
105,6,7,1925_1930,363,121,0.0329,6.94848,65.4
105,6,7,1930_1935,336,112,0.0288,6.08256,67.4
105,6,7,1935_1940,345,115,0.0321,6.77952,67.4
105,6,7,1940_1945,300,100,0.0271,5.72352,66.9
105,6,7,1945_1950,315,105,0.0285,6.0192,67.3
105,6,7,1950_1955,270,90,0.0253,5.34336,67.6
105,6,7,1955_2000,330,110,0.0308,6.50496,66.9
105,6,7,2000_2005,270,90,0.0247,5.21664,67
105,6,7,2005_2010,246,82,0.0227,4.79424,66
105,6,7,2010_2015,264,88,0.024,5.0688,67.7
105,6,7,2015_2020,249,83,0.0249,5.25888,66.8
105,6,7,2020_2025,255,85,0.0236,4.98432,67.7
105,6,7,2025_2030,270,90,0.0245,5.1744,66.3
105,6,7,2030_2035,264,88,0.0229,4.83648,68.4
105,6,7,2035_2040,210,70,0.0196,4.13952,67.5
105,6,7,2040_2045,234,78,0.0213,4.49856,67.2
105,6,7,2045_2050,264,88,0.0237,5.00544,67.9
105,6,7,2050_2055,222,74,0.0208,4.39296,67
105,6,7,2055_2100,231,77,0.021,4.4352,67
105,6,7,2100_2105,246,82,0.0226,4.77312,67.1
105,6,7,2105_2110,279,93,0.0245,5.1744,68.8
105,6,7,2110_2115,261,87,0.025,5.28,68.1
105,6,7,2115_2120,240,80,0.0212,4.47744,67.7
105,6,7,2120_2125,240,80,0.0224,4.73088,67.5
105,6,7,2125_2130,231,77,0.0201,4.24512,67.8
105,6,7,2130_2135,252,84,0.0231,4.87872,68.3
105,6,7,2135_2140,252,84,0.0231,4.87872,67.3
105,6,7,2140_2145,255,85,0.0221,4.66752,68
105,6,7,2145_2150,192,64,0.0172,3.63264,68.5
105,6,7,2150_2155,219,73,0.0257,5.42784,65.6
105,6,7,2155_2200,228,76,0.0213,4.49856,66.2
105,6,7,2200_2205,207,69,0.0187,3.94944,67.2
105,6,7,2205_2210,204,68,0.0184,3.88608,66.7
105,6,7,2210_2215,216,72,0.0196,4.13952,67.8
