name,link_id,from_node_id,to_node_id,link_key,dir_flag,length,lanes,free_speed,capacity,link_type_name,link_type,geometry
East Baseline Road,2964a,637,2993,637 2993,1,0.146094247,4,45,3996,secondary,4,"LINESTRING (-111.9286891 33.3782589, -111.9288883 33.378258, -111.9289085 33.3782579, -111.9294302 33.3782555, -111.9295857 33.3782546, -111.9299443 33.3782524, -111.9303133 33.3782501, -111.9304657 33.3782492, -111.931221 33.3782425)"
East Baseline Road,2964b,2993,637,2993 637,1,0.146094247,4,45,3996,secondary,4,"LINESTRING (-111.931221 33.3782425, -111.9304657 33.3782492, -111.9303133 33.3782501, -111.9299443 33.3782524, -111.9295857 33.3782546, -111.9294302 33.3782555, -111.9289085 33.3782579, -111.9288883 33.378258, -111.9286891 33.3782589)"
South Rural Road,2966,637,3151,637 3151,1,0.113171232,3,45,2997,secondary,4,"LINESTRING (-111.9286891 33.3782589, -111.9285924 33.3784128, -111.9285922 33.3784235, -111.9285834 33.3789841, -111.9285719 33.3790943, -111.9285572 33.3792344, -111.9284938 33.3794853, -111.9284743 33.3795623, -111.9283909 33.3797738, -111.9283596 33.3798533)"
West Vineyard Road,2967a,638,2538,638 2538,1,0.034294445,1,29,699,residential,6,"LINESTRING (-111.9766215 33.385481, -111.9770598 33.3854777, -111.9772159 33.3854778)"
West Vineyard Road,2967b,2538,638,2538 638,1,0.034294445,1,29,699,residential,6,"LINESTRING (-111.9772159 33.3854778, -111.9770598 33.3854777, -111.9766215 33.385481)"
East Fremont Street,2973a,639,964,639 964,1,0.040110749,1,29,699,residential,6,"LINESTRING (-111.9854635 33.3822408, -111.9861587 33.3822408)"
East Fremont Street,2973b,964,639,964 639,1,0.040110749,1,29,699,residential,6,"LINESTRING (-111.9861587 33.3822408, -111.9854635 33.3822408)"
South 44th Way,2975a,639,640,639 640,1,0.012882243,1,29,699,residential,6,"LINESTRING (-111.9854635 33.3822408, -111.9854549 33.3820545)"
South 44th Way,2975b,640,639,640 639,1,0.012882243,1,29,699,residential,6,"LINESTRING (-111.9854549 33.3820545, -111.9854635 33.3822408)"
South 44th Way,2977a,639,3271,639 3271,1,0.021798712,1,29,699,residential,6,"LINESTRING (-111.9854635 33.3822408, -111.985472 33.3825562)"
South 44th Way,2977b,3271,639,3271 639,1,0.021798712,1,29,699,residential,6,"LINESTRING (-111.985472 33.3825562, -111.9854635 33.3822408)"
nan,2983,641,1033,641 1033,1,0.02044841,2,39,1998,secondary,4,"LINESTRING (-111.9697588 33.3783318, -111.9696884 33.3782361, -111.9696716 33.3782198, -111.9696254 33.3781751, -111.9695232 33.3781173)"
West Baseline Road,2984,641,1047,641 1047,1,0.052886733,3,39,2997,secondary,4,"LINESTRING (-111.9697588 33.3783318, -111.9703781 33.3783183, -111.9706751 33.3783127)"
West Baseline Road,2985,642,325,642 325,1,0.007334384,5,39,4995,secondary,4,"LINESTRING (-111.9720551 33.3781459, -111.971928 33.3781444)"
North Roosevelt Street,2986a,643,847,643 847,1,0.057439109,1,29,699,residential,6,"LINESTRING (-111.949236 33.3812845, -111.9499569 33.3818578)"
North Roosevelt Street,2986b,847,643,847 643,1,0.057439109,1,29,699,residential,6,"LINESTRING (-111.9499569 33.3818578, -111.949236 33.3812845)"
North Roosevelt Street,2990a,643,811,643 811,1,0.271611454,1,29,699,residential,6,"LINESTRING (-111.949236 33.3812845, -111.9471503 33.3793923, -111.9474868 33.3791393, -111.9476054 33.3790075, -111.9476558 33.3788102, -111.947667 33.3787666, -111.9476842 33.3781969)"
North Roosevelt Street,2990b,811,643,811 643,1,0.271611454,1,29,699,residential,6,"LINESTRING (-111.9476842 33.3781969, -111.947667 33.3787666, -111.9476558 33.3788102, -111.9476054 33.3790075, -111.9474868 33.3791393, -111.9471503 33.3793923, -111.949236 33.3812845)"
Price Freeway,2994,645,1256,645 1256,1,0.592610538,4,65,7196,motorway,1,"LINESTRING (-111.8909871 33.3870935, -111.8910047 33.3879041, -111.8910155 33.3883987, -111.8910484 33.3894208, -111.8910568 33.3900088, -111.89105 33.3906001, -111.8910592 33.391128, -111.8910532 33.3917907, -111.8910338 33.3926908, -111.8910336 33.3934617, -111.8910381 33.3940201, -111.8910108 33.395669)"
West Ellis Drive,2995a,646,1722,646 1722,1,0.027332279,1,29,699,residential,6,"LINESTRING (-111.9569635 33.3802099, -111.9568724 33.3802086, -111.9564898 33.3802086)"
West Ellis Drive,2995b,1722,646,1722 646,1,0.027332279,1,29,699,residential,6,"LINESTRING (-111.9564898 33.3802086, -111.9568724 33.3802086, -111.9569635 33.3802099)"
South 43rd Way,2999a,647,651,647 651,1,0.174453079,1,29,699,residential,6,"LINESTRING (-111.9871305 33.4228041, -111.9871546 33.4230777, -111.9871516 33.4231485, -111.9871283 33.4232536, -111.9871274 33.4233499, -111.9871127 33.4234787, -111.9870903 33.4235284, -111.987012 33.4237023, -111.9869657 33.4237956, -111.9869724 33.4239154, -111.9869819 33.4240209, -111.9870675 33.4241344, -111.9871739 33.4241778, -111.9873664 33.4241864, -111.9874339 33.4241897, -111.9876253 33.4241941, -111.9877816 33.4241788, -111.988088 33.4241402, -111.9884238 33.424165)"
South 43rd Way,2999b,651,647,651 647,1,0.174453079,1,29,699,residential,6,"LINESTRING (-111.9884238 33.424165, -111.988088 33.4241402, -111.9877816 33.4241788, -111.9876253 33.4241941, -111.9874339 33.4241897, -111.9873664 33.4241864, -111.9871739 33.4241778, -111.9870675 33.4241344, -111.9869819 33.4240209, -111.9869724 33.4239154, -111.9869657 33.4237956, -111.987012 33.4237023, -111.9870903 33.4235284, -111.9871127 33.4234787, -111.9871274 33.4233499, -111.9871283 33.4232536, -111.9871516 33.4231485, -111.9871546 33.4230777, -111.9871305 33.4228041)"
West Minton Drive,3001a,648,652,648 652,1,0.095825473,1,29,699,residential,6,"LINESTRING (-111.9540951 33.3809612, -111.9537346 33.380997, -111.9524375 33.380962)"
West Minton Drive,3001b,652,648,652 648,1,0.095825473,1,29,699,residential,6,"LINESTRING (-111.9524375 33.380962, -111.9537346 33.380997, -111.9540951 33.3809612)"
South Parkside Drive,3003a,648,1202,648 1202,1,0.051082187,1,29,699,residential,6,"LINESTRING (-111.9540951 33.3809612, -111.9541919 33.3813497, -111.9542754 33.381685)"
South Parkside Drive,3003b,1202,648,1202 648,1,0.051082187,1,29,699,residential,6,"LINESTRING (-111.9542754 33.381685, -111.9541919 33.3813497, -111.9540951 33.3809612)"
South Terry Lane,3005a,648,2821,648 2821,1,0.090376416,1,29,699,residential,6,"LINESTRING (-111.9540951 33.3809612, -111.9544985 33.3808322, -111.9548418 33.3806243, -111.9550907 33.3804021, -111.9552624 33.3801513)"
South Terry Lane,3005b,2821,648,2821 648,1,0.090376416,1,29,699,residential,6,"LINESTRING (-111.9552624 33.3801513, -111.9550907 33.3804021, -111.9548418 33.3806243, -111.9544985 33.3808322, -111.9540951 33.3809612)"
East Center Lane,3007a,649,2771,649 2771,1,0.008359073,1,29,699,residential,6,"LINESTRING (-111.9091721 33.4208613, -111.9090272 33.4208582)"
East Center Lane,3007b,2771,649,2771 649,1,0.008359073,1,29,699,residential,6,"LINESTRING (-111.9090272 33.4208582, -111.9091721 33.4208613)"
South McClintock Drive,3009,649,2772,649 2772,1,0.092482341,3,40,2997,secondary,4,"LINESTRING (-111.9091721 33.4208613, -111.90917 33.4207559, -111.909151 33.4197918, -111.9090775 33.4195301)"
West Baseline Road,3010a,650,811,650 811,1,0.0974088,4,45,3996,secondary,4,"LINESTRING (-111.945996 33.3781996, -111.9461352 33.3781994, -111.9465078 33.3781988, -111.9465152 33.3781988, -111.9472011 33.3781977, -111.947232 33.3781976, -111.9476842 33.3781969)"
West Baseline Road,3010b,811,650,811 650,1,0.0974088,4,45,3996,secondary,4,"LINESTRING (-111.9476842 33.3781969, -111.947232 33.3781976, -111.9472011 33.3781977, -111.9465152 33.3781988, -111.9465078 33.3781988, -111.9461352 33.3781994, -111.945996 33.3781996)"
nan,3024a,653,2416,653 2416,1,0.006362515,1,29,699,residential,6,"LINESTRING (-111.9751796 33.3816893, -111.9751127 33.3817625)"
nan,3024b,2416,653,2416 653,1,0.006362515,1,29,699,residential,6,"LINESTRING (-111.9751127 33.3817625, -111.9751796 33.3816893)"
West Minton Drive,3026a,653,2520,653 2520,1,0.151799942,1,29,699,residential,6,"LINESTRING (-111.9751796 33.3816893, -111.9753599 33.3817682, -111.9755472 33.3818091, -111.9756921 33.3818219, -111.9769687 33.3818197, -111.9777802 33.3818182)"
West Minton Drive,3026b,2520,653,2520 653,1,0.151799942,1,29,699,residential,6,"LINESTRING (-111.9777802 33.3818182, -111.9769687 33.3818197, -111.9756921 33.3818219, -111.9755472 33.3818091, -111.9753599 33.3817682, -111.9751796 33.3816893)"
South Potter Drive,3028a,653,2183,653 2183,1,0.090726886,1,29,699,residential,6,"LINESTRING (-111.9751796 33.3816893, -111.9751024 33.3815603, -111.9750509 33.3813525, -111.9750471 33.381157, -111.9750509 33.3803959)"
South Potter Drive,3028b,2183,653,2183 653,1,0.090726886,1,29,699,residential,6,"LINESTRING (-111.9750509 33.3803959, -111.9750471 33.381157, -111.9750509 33.3813525, -111.9751024 33.3815603, -111.9751796 33.3816893)"
West Minton Drive,3030a,654,2520,654 2520,1,0.035928105,1,29,699,residential,6,"LINESTRING (-111.9784029 33.381817, -111.9777802 33.3818182)"
West Minton Drive,3030b,2520,654,2520 654,1,0.035928105,1,29,699,residential,6,"LINESTRING (-111.9777802 33.3818182, -111.9784029 33.381817)"
South 48th Street,3032a,654,1146,654 1146,1,0.148392184,3,39,2997,secondary,4,"LINESTRING (-111.9784029 33.381817, -111.9783964 33.3839646)"
South 48th Street,3032b,1146,654,1146 654,1,0.148392184,3,39,2997,secondary,4,"LINESTRING (-111.9783964 33.3839646, -111.9784029 33.381817)"
Red Mountain Freeway,3036,655,1012,655 1012,1,0.953251213,6,65,10794,motorway,1,"LINESTRING (-111.8982662 33.4359057, -111.8986858 33.435963, -111.8992833 33.4360362, -111.8999361 33.4360847, -111.9004099 33.4361006, -111.9017266 33.4361161, -111.9036369 33.4361201, -111.9053452 33.4361337, -111.9074337 33.4361524, -111.9092071 33.4361711, -111.9110453 33.4361778, -111.91273 33.4361787, -111.9133513 33.4361782, -111.9139489 33.4361797, -111.9147827 33.4361812)"
West 1st Street,3037a,656,1577,656 1577,1,0.007670562,1,29,799,tertiary,5,"LINESTRING (-111.959444 33.4301247, -111.9595136 33.4302193)"
West 1st Street,3037b,1577,656,1577 656,1,0.007670562,1,29,799,tertiary,5,"LINESTRING (-111.9595136 33.4302193, -111.959444 33.4301247)"
West 1st Street,3039a,656,1710,656 1710,1,0.218719751,1,29,799,tertiary,5,"LINESTRING (-111.959444 33.4301247, -111.9593819 33.430041, -111.9593037 33.4298415, -111.9592865 33.4291896, -111.9592522 33.4291252, -111.959175 33.429075, -111.9590634 33.4290607, -111.9589935 33.4290611, -111.95878 33.4290624, -111.9581342 33.4290665, -111.9578862 33.4290681, -111.9569941 33.4290737, -111.9567166 33.4290754)"
West 1st Street,3039b,1710,656,1710 656,1,0.218719751,1,29,799,tertiary,5,"LINESTRING (-111.9567166 33.4290754, -111.9569941 33.4290737, -111.9578862 33.4290681, -111.9581342 33.4290665, -111.95878 33.4290624, -111.9589935 33.4290611, -111.9590634 33.4290607, -111.959175 33.429075, -111.9592522 33.4291252, -111.9592865 33.4291896, -111.9593037 33.4298415, -111.9593819 33.430041, -111.959444 33.4301247)"
West Rio Salado Parkway,3041,656,1890,656 1890,1,0.239039531,2,39,1998,secondary,4,"LINESTRING (-111.959444 33.4301247, -111.9588208 33.4304122, -111.9586329 33.4305083, -111.9584351 33.4305886, -111.9582796 33.4306407, -111.9581003 33.4306929, -111.9578007 33.4307531, -111.9576183 33.4307793, -111.95747 33.4307916, -111.9572496 33.4308021, -111.9571416 33.4308015, -111.9569819 33.4308005, -111.9567488 33.4307752, -111.9565223 33.4307365, -111.9557413 33.4305768, -111.9555135 33.4305309)"
nan,3042a,657,1065,657 1065,1,0.014477377,1,29,699,residential,6,"LINESTRING (-111.9071749 33.414445, -111.907172 33.4145967, -111.9071709 33.4146545)"
nan,3042b,1065,657,1065 657,1,0.014477377,1,29,699,residential,6,"LINESTRING (-111.9071709 33.4146545, -111.907172 33.4145967, -111.9071749 33.414445)"
nan,3044a,657,1580,657 1580,1,0.026395208,1,29,699,residential,6,"LINESTRING (-111.9071749 33.414445, -111.9071818 33.4142968, -111.907191 33.4141901, -111.907196 33.4141256, -111.9072137 33.4140653)"
nan,3044b,1580,657,1580 657,1,0.026395208,1,29,699,residential,6,"LINESTRING (-111.9072137 33.4140653, -111.907196 33.4141256, -111.907191 33.4141901, -111.9071818 33.4142968, -111.9071749 33.414445)"
nan,3048,658,676,658 676,1,0.168339124,2,59,3598,motorway,1,"LINESTRING (-111.8924599 33.3803658, -111.8923379 33.380477, -111.8921515 33.3808314, -111.8918018 33.3814645, -111.8915703 33.381886, -111.8913877 33.3822174, -111.8913175 33.3823494, -111.8911985 33.3825549)"
Price Freeway,3049,658,645,658 645,1,0.477636003,4,65,7196,motorway,1,"LINESTRING (-111.8924599 33.3803658, -111.8921872 33.3810293, -111.8916669 33.3822033, -111.8916024 33.3823597, -111.8915465 33.3825014, -111.8914631 33.3827221, -111.8913838 33.382957, -111.8912903 33.3832575, -111.8912239 33.3834808, -111.8911831 33.3836409, -111.8911298 33.3838738, -111.8910825 33.3840954, -111.8910601 33.3842172, -111.8910279 33.3844455, -111.8910013 33.3846576, -111.8909884 33.3848923, -111.8909786 33.3850742, -111.8909733 33.3854987, -111.8909818 33.3860966, -111.8909871 33.3870935)"
South la Corta Drive,3050a,659,2351,659 2351,1,0.067839481,1,29,699,residential,6,"LINESTRING (-111.9329181 33.4066155, -111.9329353 33.4056338)"
South la Corta Drive,3050b,2351,659,2351 659,1,0.067839481,1,29,699,residential,6,"LINESTRING (-111.9329353 33.4056338, -111.9329181 33.4066155)"
East el Parque Drive,3054a,659,3245,659 3245,1,0.056449219,1,29,699,residential,6,"LINESTRING (-111.9329181 33.4066155, -111.9334053 33.4066083, -111.9338966 33.4066011)"
East el Parque Drive,3054b,3245,659,3245 659,1,0.056449219,1,29,699,residential,6,"LINESTRING (-111.9338966 33.4066011, -111.9334053 33.4066083, -111.9329181 33.4066155)"
East Santa Cruz Drive,3056a,660,662,660 662,1,0.172339076,1,29,699,residential,6,"LINESTRING (-111.9381853 33.3873792, -111.9377719 33.3873797, -111.937147 33.3872542, -111.9367044 33.3871826, -111.9361572 33.3871691, -111.9361546 33.3868019, -111.9361516 33.3863903)"
East Santa Cruz Drive,3056b,662,660,662 660,1,0.172339076,1,29,699,residential,6,"LINESTRING (-111.9361516 33.3863903, -111.9361546 33.3868019, -111.9361572 33.3871691, -111.9367044 33.3871826, -111.937147 33.3872542, -111.9377719 33.3873797, -111.9381853 33.3873792)"
South Grandview Avenue,3060a,660,1694,660 1694,1,0.057454023,1,29,699,residential,6,"LINESTRING (-111.9381853 33.3873792, -111.9381931 33.3878052, -111.9382004 33.3882106)"
South Grandview Avenue,3060b,1694,660,1694 660,1,0.057454023,1,29,699,residential,6,"LINESTRING (-111.9382004 33.3882106, -111.9381931 33.3878052, -111.9381853 33.3873792)"
South la Corta Drive,3064a,661,990,661 990,1,0.057434759,1,29,699,residential,6,"LINESTRING (-111.9327465 33.4042295, -111.9327508 33.4038139, -111.9327551 33.4033983)"
South la Corta Drive,3064b,990,661,990 661,1,0.057434759,1,29,699,residential,6,"LINESTRING (-111.9327551 33.4033983, -111.9327508 33.4038139, -111.9327465 33.4042295)"
East Riviera Drive,3068a,662,1005,662 1005,1,0.062944713,1,29,699,residential,6,"LINESTRING (-111.9361516 33.3863903, -111.9350609 33.3864118)"
East Riviera Drive,3068b,1005,662,1005 662,1,0.062944713,1,29,699,residential,6,"LINESTRING (-111.9350609 33.3864118, -111.9361516 33.3863903)"
South Alto Drive,3074a,663,3090,663 3090,1,0.034662313,1,29,699,residential,6,"LINESTRING (-111.8889167 33.3902888, -111.8889187 33.3904082, -111.8889253 33.3907904)"
South Alto Drive,3074b,3090,663,3090 663,1,0.034662313,1,29,699,residential,6,"LINESTRING (-111.8889253 33.3907904, -111.8889187 33.3904082, -111.8889167 33.3902888)"
South la Corta Drive,3076a,664,1045,664 1045,1,0.193201338,1,29,699,residential,6,"LINESTRING (-111.932521 33.3907188, -111.9327359 33.3904039, -111.9329759 33.3900524, -111.9326583 33.3898875, -111.9322063 33.3896931, -111.9317665 33.389561, -111.9312595 33.3894691, -111.9306989 33.3894423)"
South la Corta Drive,3076b,1045,664,1045 664,1,0.193201338,1,29,699,residential,6,"LINESTRING (-111.9306989 33.3894423, -111.9312595 33.3894691, -111.9317665 33.389561, -111.9322063 33.3896931, -111.9326583 33.3898875, -111.9329759 33.3900524, -111.9327359 33.3904039, -111.932521 33.3907188)"
East Laguna Drive,3078a,664,1899,664 1899,1,0.113552772,1,29,699,residential,6,"LINESTRING (-111.932521 33.3907188, -111.9320146 33.3904537, -111.9316112 33.3903104, -111.9311442 33.3902239, -111.9306909 33.3902059)"
East Laguna Drive,3078b,1899,664,1899 664,1,0.113552772,1,29,699,residential,6,"LINESTRING (-111.9306909 33.3902059, -111.9311442 33.3902239, -111.9316112 33.3903104, -111.9320146 33.3904537, -111.932521 33.3907188)"
South 47th Place,3082a,665,720,665 720,1,0.051988188,1,29,699,residential,6,"LINESTRING (-111.9793531 33.3979772, -111.9793531 33.397619, -111.9793531 33.3972248)"
South 47th Place,3082b,720,665,720 665,1,0.051988188,1,29,699,residential,6,"LINESTRING (-111.9793531 33.3972248, -111.9793531 33.397619, -111.9793531 33.3979772)"
South 47th Place,3084a,665,2665,665 2665,1,0.131211717,1,29,699,residential,6,"LINESTRING (-111.9793531 33.3979772, -111.9793502 33.3983678, -111.9793366 33.3997615, -111.9793359 33.3998761)"
South 47th Place,3084b,2665,665,2665 665,1,0.131211717,1,29,699,residential,6,"LINESTRING (-111.9793359 33.3998761, -111.9793366 33.3997615, -111.9793502 33.3983678, -111.9793531 33.3979772)"
East la Salle Street,3086a,665,787,665 787,1,0.050990841,1,25,699,residential,6,"LINESTRING (-111.9793531 33.3979772, -111.9789076 33.3979837, -111.9784693 33.3979901)"
East la Salle Street,3086b,787,665,787 665,1,0.050990841,1,25,699,residential,6,"LINESTRING (-111.9784693 33.3979901, -111.9789076 33.3979837, -111.9793531 33.3979772)"
East la Salle Street,3088a,665,2179,665 2179,1,0.146417996,1,25,699,residential,6,"LINESTRING (-111.9793531 33.3979772, -111.9797908 33.3979772, -111.9801771 33.3980346, -111.9808551 33.3982129, -111.9814314 33.3983491, -111.9817216 33.3983551, -111.9818295 33.3983507)"
East la Salle Street,3088b,2179,665,2179 665,1,0.146417996,1,25,699,residential,6,"LINESTRING (-111.9818295 33.3983507, -111.9817216 33.3983551, -111.9814314 33.3983491, -111.9808551 33.3982129, -111.9801771 33.3980346, -111.9797908 33.3979772, -111.9793531 33.3979772)"
East Marny Road,3090a,666,667,666 667,1,0.004306302,1,25,699,residential,6,"LINESTRING (-111.9176737 33.445108, -111.917669 33.4451702)"
East Marny Road,3090b,667,666,667 666,1,0.004306302,1,25,699,residential,6,"LINESTRING (-111.917669 33.4451702, -111.9176737 33.445108)"
East Marny Road,3092,666,339,666 339,1,0.012631819,1,25,699,residential,6,"LINESTRING (-111.9176737 33.445108, -111.917565 33.4451008, -111.9174607 33.4451301)"
East Marny Road,3095,667,335,667 335,1,0.016550989,1,25,699,residential,6,"LINESTRING (-111.917669 33.4451702, -111.9178031 33.445206, -111.9179448 33.4451757)"
South la Corta Drive,3098a,668,1009,668 1009,1,0.069816776,1,29,699,residential,6,"LINESTRING (-111.9329416 33.3874509, -111.9330983 33.3871069, -111.9331733 33.3869421, -111.9332076 33.3867701, -111.9331647 33.3866053, -111.9330857 33.3865014)"
South la Corta Drive,3098b,1009,668,1009 668,1,0.069816776,1,29,699,residential,6,"LINESTRING (-111.9330857 33.3865014, -111.9331647 33.3866053, -111.9332076 33.3867701, -111.9331733 33.3869421, -111.9330983 33.3871069, -111.9329416 33.3874509)"
East Hermosa Drive,3100a,668,1910,668 1910,1,0.128963492,1,29,699,residential,6,"LINESTRING (-111.9329416 33.3874509, -111.9321433 33.3872574, -111.9317041 33.3872013, -111.9311918 33.3871509, -111.9307479 33.387152)"
East Hermosa Drive,3100b,1910,668,1910 668,1,0.128963492,1,29,699,residential,6,"LINESTRING (-111.9307479 33.387152, -111.9311918 33.3871509, -111.9317041 33.3872013, -111.9321433 33.3872574, -111.9329416 33.3874509)"
South Harl Avenue,3102a,669,1742,669 1742,1,0.060798397,1,29,699,residential,6,"LINESTRING (-111.9643658 33.3961248, -111.9643661 33.3952449)"
South Harl Avenue,3102b,1742,669,1742 669,1,0.060798397,1,29,699,residential,6,"LINESTRING (-111.9643661 33.3952449, -111.9643658 33.3961248)"
South Harl Avenue,3104a,669,1345,669 1345,1,0.024867807,1,29,699,residential,6,"LINESTRING (-111.9643658 33.3961248, -111.9643657 33.3964847)"
South Harl Avenue,3104b,1345,669,1345 669,1,0.024867807,1,29,699,residential,6,"LINESTRING (-111.9643657 33.3964847, -111.9643658 33.3961248)"
West Fairmont Drive,3106a,669,2501,669 2501,1,0.124606856,1,29,699,residential,6,"LINESTRING (-111.9643658 33.3961248, -111.96478 33.3961233, -111.9665258 33.3961166)"
West Fairmont Drive,3106b,2501,669,2501 669,1,0.124606856,1,29,699,residential,6,"LINESTRING (-111.9665258 33.3961166, -111.96478 33.3961233, -111.9643658 33.3961248)"
West Fairmont Drive,3108a,669,3334,669 3334,1,0.048573595,1,29,699,residential,6,"LINESTRING (-111.9643658 33.3961248, -111.963947 33.3961263, -111.9635238 33.3961279)"
West Fairmont Drive,3108b,3334,669,3334 669,1,0.048573595,1,29,699,residential,6,"LINESTRING (-111.9635238 33.3961279, -111.963947 33.3961263, -111.9643658 33.3961248)"
South Harl Avenue,3110a,670,1742,670 1742,1,0.048024278,1,29,699,residential,6,"LINESTRING (-111.9643742 33.3945499, -111.9643661 33.3952449)"
South Harl Avenue,3110b,1742,670,1742 670,1,0.048024278,1,29,699,residential,6,"LINESTRING (-111.9643661 33.3952449, -111.9643742 33.3945499)"
South Harl Avenue,3112a,670,671,670 671,1,0.034675363,1,29,699,residential,6,"LINESTRING (-111.9643742 33.3945499, -111.9643723 33.3944351, -111.9643661 33.3940481)"
South Harl Avenue,3112b,671,670,671 670,1,0.034675363,1,29,699,residential,6,"LINESTRING (-111.9643661 33.3940481, -111.9643723 33.3944351, -111.9643742 33.3945499)"
West Huntington Drive,3114a,670,2503,670 2503,1,0.126803505,1,29,699,residential,6,"LINESTRING (-111.9643742 33.3945499, -111.9647835 33.3945498, -111.9650099 33.3945498, -111.9653618 33.3945856, -111.9659883 33.3947002, -111.9665548 33.3947002)"
West Huntington Drive,3114b,2503,670,2503 670,1,0.126803505,1,29,699,residential,6,"LINESTRING (-111.9665548 33.3947002, -111.9659883 33.3947002, -111.9653618 33.3945856, -111.9650099 33.3945498, -111.9647835 33.3945498, -111.9643742 33.3945499)"
West Huntington Drive,3116a,671,3335,671 3335,1,0.048036706,1,25,699,residential,6,"LINESTRING (-111.9643661 33.3940481, -111.9635336 33.3940625)"
West Huntington Drive,3116b,3335,671,3335 671,1,0.048036706,1,25,699,residential,6,"LINESTRING (-111.9635336 33.3940625, -111.9643661 33.3940481)"
South 47th Place,3122a,672,1549,672 1549,1,0.024657773,1,29,699,residential,6,"LINESTRING (-111.9794089 33.3947956, -111.9793933 33.3949077, -111.9793932 33.3951517)"
South 47th Place,3122b,1549,672,1549 672,1,0.024657773,1,29,699,residential,6,"LINESTRING (-111.9793932 33.3951517, -111.9793933 33.3949077, -111.9794089 33.3947956)"
East Curry Road,3124,673,2809,673 2809,1,0.007193326,2,39,1998,secondary,4,"LINESTRING (-111.9273919 33.4402757, -111.9273468 33.4402182, -111.9273044 33.440219)"
East Curry Road,3125a,673,862,673 862,1,0.195744728,2,39,2398,primary,3,"LINESTRING (-111.9273919 33.4402757, -111.9274927 33.4402745, -111.9277197 33.4402716, -111.9280446 33.4402675, -111.9283826 33.4402633, -111.9288352 33.4402576, -111.9301611 33.4402385, -111.9306975 33.4402234, -111.9307861 33.4402213)"
East Curry Road,3125b,862,673,862 673,1,0.195744728,2,39,2398,primary,3,"LINESTRING (-111.9307861 33.4402213, -111.9306975 33.4402234, -111.9301611 33.4402385, -111.9288352 33.4402576, -111.9283826 33.4402633, -111.9280446 33.4402675, -111.9277197 33.4402716, -111.9274927 33.4402745, -111.9273919 33.4402757)"
East Don Carlos Avenue,3127a,675,3091,675 3091,1,0.143965952,1,29,699,residential,6,"LINESTRING (-111.8874694 33.4174292, -111.8884081 33.417431, -111.8888946 33.4174557, -111.8899647 33.4174512)"
East Don Carlos Avenue,3127b,3091,675,3091 675,1,0.143965952,1,29,699,residential,6,"LINESTRING (-111.8899647 33.4174512, -111.8888946 33.4174557, -111.8884081 33.417431, -111.8874694 33.4174292)"
South George Drive,3129a,675,1768,675 1768,1,0.056095021,1,29,699,residential,6,"LINESTRING (-111.8874694 33.4174292, -111.8874718 33.4171722, -111.8874784 33.4166174)"
South George Drive,3129b,1768,675,1768 675,1,0.056095021,1,29,699,residential,6,"LINESTRING (-111.8874784 33.4166174, -111.8874718 33.4171722, -111.8874694 33.4174292)"
nan,3133,676,907,676 907,1,0.463888771,1,59,1799,motorway,1,"LINESTRING (-111.8911985 33.3825549, -111.8909816 33.3828314, -111.8905132 33.3835665, -111.8904081 33.3837227, -111.8902122 33.3840179, -111.8901465 33.3841126, -111.8899372 33.384371, -111.8898157 33.3844901, -111.889729 33.3845658, -111.889587 33.3846756, -111.8894507 33.3847661, -111.8893449 33.3848296, -111.8892204 33.384894, -111.8890818 33.3849521, -111.8889574 33.3849977, -111.8888109 33.3850466, -111.8886459 33.3850893, -111.8884606 33.3851319, -111.8882706 33.3851625, -111.8881147 33.3851768, -111.8874567 33.3852372, -111.8867458 33.3852881, -111.8862533 33.3853305, -111.8854459 33.3853948, -111.8847321 33.3854796)"
nan,3134,676,782,676 782,1,0.697758875,2,59,3598,motorway,1,"LINESTRING (-111.8911985 33.3825549, -111.8910354 33.3828759, -111.8909699 33.3829901, -111.8907134 33.3834656, -111.8906742 33.3835481, -111.8906145 33.3836692, -111.8905688 33.3837955, -111.8905321 33.3839292, -111.8905016 33.3840385, -111.8904814 33.3841804, -111.8904759 33.3842951, -111.8904788 33.3844314, -111.8904899 33.3845527, -111.89052 33.3847181, -111.8905551 33.3848527, -111.8906126 33.3850031, -111.8906615 33.3851121, -111.890709 33.3851956, -111.8907664 33.3852932, -111.8908327 33.3853904, -111.8909206 33.3854944, -111.8910342 33.385617, -111.8911074 33.3856873, -111.8912243 33.3857911, -111.8913692 33.385906, -111.8914948 33.3859951, -111.8916387 33.3860781, -111.8917516 33.3861338, -111.8918914 33.3861913, -111.8920262 33.3862431, -111.8921623 33.3862878, -111.8923623 33.3863354, -111.8925248 33.3863661, -111.8926476 33.3863814, -111.8927638 33.3863912, -111.8928723 33.3863984, -111.8929947 33.3863958, -111.8931713 33.3863892, -111.8933194 33.3863738, -111.8935405 33.386342, -111.8939078 33.3862789, -111.8945273 33.3861778, -111.8951486 33.3860837, -111.8954729 33.3860389, -111.8957412 33.3860061, -111.8960735 33.3859744, -111.8964405 33.3859558, -111.8968622 33.3859458, -111.8974966 33.3859317, -111.8983349 33.3859201, -111.8988453 33.3858332)"
East Don Carlos Avenue,3135a,677,1850,677 1850,1,0.186546144,1,29,699,residential,6,"LINESTRING (-111.883076 33.4175378, -111.8853325 33.4175324, -111.8863105 33.41753)"
